Site_ID,adipose tissue,adrenal gland,blood,bone,bone marrow,brain,breast,cartilage,colon,esophagus,fallopian tube,kidney,liver,lung,muscle,nasopharynx,nose,pancreas,placenta,prostate,skin,spleen,stomach,testis,thyroid gland,tongue,urinary bladder
129073,0.96,0.97,0.98,0.99,0.99,0.97,0.96,0.97,0.99,0.97,0.98,0.97,0.98,0.98,0.97,0.99,0.99,0.98,0.96,0.96,0.98,0.99,0.99,0.83,0.96,0.97,0.97
129249,0.95,0.98,0.98,0.98,0.98,0.89,0.92,0.69,0.98,0.97,0.98,0.97,0.99,0.97,0.98,0.99,0.99,0.98,0.98,0.97,0.95,0.98,0.98,0.96,0.98,0.97,0.98
129476,0.99,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.87,0.99,0.99,0.99
129514,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.99,0.98,0.99,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.97,0.98,0.99,0.98,0.99,0.84,0.99,0.98,0.99
129781,0.94,0.93,0.94,0.96,0.93,0.25,0.95,0.91,0.92,0.94,0.96,0.93,0.96,0.95,0.93,0.9,0.94,0.93,0.97,0.94,0.94,0.95,0.94,0.88,0.94,0.93,0.94
129981,0.98,0.98,0.98,0.98,0.97,0.98,0.97,0.97,0.98,0.97,0.98,0.96,0.97,0.98,0.98,0.98,0.98,0.97,0.59,0.97,0.97,0.98,0.98,0.84,0.98,0.97,0.97
130181,0.94,0.97,0.94,0.97,0.94,0.96,0.95,0.95,0.96,0.92,0.97,0.92,0.5,0.94,0.95,0.92,0.95,0.95,0.7,0.95,0.95,0.92,0.94,0.93,0.94,0.9,0.94
130715,0.94,0.95,0.94,0.94,0.93,0.94,0.94,0.95,0.94,0.92,0.89,0.94,0.94,0.95,0.93,0.94,0.93,0.94,0.45,0.91,0.94,0.95,0.94,0.7,0.95,0.95,0.93
130757,0.01,0.01,0.01,0.02,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.04,0.02,0.02,0.02,0.2,0.01,0.02,0.01
131294,0.94,0.93,0.96,0.95,0.95,0.94,0.93,0.93,0.95,0.93,0.93,0.93,0.95,0.94,0.91,0.95,0.96,0.9,0.53,0.93,0.94,0.93,0.94,0.79,0.93,0.93,0.93
131416,0.95,0.97,0.96,0.97,0.96,0.97,0.97,0.97,0.97,0.95,0.95,0.97,0.97,0.97,0.97,0.98,0.98,0.97,0.46,0.97,0.98,0.97,0.93,0.8,0.97,0.96,0.96
131842,0.98,0.98,0.98,0.99,0.97,0.99,0.98,0.98,0.99,0.98,0.97,0.98,0.98,0.99,0.98,0.99,0.99,0.98,0.97,0.97,0.99,0.97,0.99,0.81,0.98,0.97,0.98
131933,0.98,0.99,0.98,0.99,0.97,0.98,0.98,0.98,0.99,0.98,0.98,0.97,0.98,0.99,0.98,0.99,0.99,0.98,0.91,0.96,0.98,0.96,0.99,0.81,0.98,0.97,0.98
132098,0.99,0.99,0.99,0.99,0.99,0.96,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.82,0.99,0.98,0.99
132111,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.98,0.97,0.98,0.97,0.97,0.98,0.97,0.98,0.98,0.97,0.92,0.97,0.98,0.94,0.98,0.81,0.97,0.96,0.97
132165,0.98,0.98,0.98,0.97,0.98,0.94,0.98,0.98,0.98,0.98,0.94,0.97,0.98,0.98,0.97,0.99,0.99,0.97,0.98,0.97,0.98,0.96,0.99,0.77,0.97,0.98,0.98
132308,0.95,0.97,0.96,0.98,0.97,0.96,0.96,0.95,0.97,0.95,0.97,0.95,0.96,0.97,0.94,0.98,0.97,0.96,0.95,0.96,0.96,0.93,0.98,0.84,0.96,0.96,0.95
132413,0.97,0.97,0.96,0.95,0.96,0.97,0.96,0.97,0.95,0.97,0.9,0.97,0.97,0.97,0.97,0.97,0.95,0.97,0.96,0.95,0.95,0.96,0.97,0.79,0.97,0.98,0.98
132638,0.91,0.94,0.9,0.93,0.93,0.94,0.9,0.9,0.93,0.91,0.9,0.9,0.92,0.93,0.91,0.93,0.93,0.91,0.88,0.91,0.92,0.9,0.94,0.71,0.9,0.9,0.9
133138,0.94,0.92,0.94,0.91,0.92,0.96,0.91,0.94,0.9,0.9,0.92,0.95,0.91,0.94,0.94,0.93,0.94,0.9,0.76,0.94,0.94,0.89,0.9,0.76,0.95,0.9,0.93
133176,0.97,0.98,0.96,0.97,0.96,0.98,0.97,0.97,0.97,0.97,0.97,0.96,0.97,0.97,0.97,0.98,0.97,0.97,0.9,0.96,0.97,0.93,0.98,0.77,0.97,0.96,0.96
133188,0.92,0.94,0.88,0.89,0.9,0.89,0.9,0.92,0.9,0.91,0.87,0.88,0.91,0.92,0.91,0.92,0.9,0.9,0.88,0.88,0.91,0.85,0.92,0.71,0.9,0.91,0.91
133413,0.04,0.06,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.46,0.04,0.04,0.05,0.04,0.16,0.08,0.14,0.04,0.03,0.03,0.05,0.04,0.06,0.03
133777,0.95,0.93,0.94,0.98,0.97,0.95,0.94,0.94,0.96,0.94,0.96,0.94,0.95,0.95,0.94,0.96,0.95,0.95,0.93,0.91,0.95,0.89,0.97,0.78,0.95,0.94,0.94
135205,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.07,0.28,0.02,0.02,0.01,0.01,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02
135401,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.95,0.96,0.99,0.98,0.99,0.83,0.99,0.99,0.99
135805,0.91,0.91,0.9,0.9,0.89,0.92,0.91,0.91,0.91,0.9,0.9,0.89,0.91,0.9,0.9,0.9,0.9,0.91,0.84,0.91,0.91,0.88,0.92,0.7,0.92,0.87,0.91
137077,0.92,0.95,0.89,0.88,0.89,0.92,0.92,0.92,0.93,0.91,0.89,0.9,0.92,0.93,0.92,0.93,0.94,0.91,0.51,0.93,0.93,0.84,0.92,0.73,0.92,0.9,0.92
137419,0.94,0.95,0.94,0.89,0.92,0.95,0.93,0.95,0.92,0.94,0.84,0.96,0.94,0.94,0.93,0.94,0.91,0.96,0.64,0.93,0.93,0.95,0.95,0.75,0.95,0.95,0.96
137482,0.96,0.95,0.96,0.96,0.95,0.95,0.95,0.96,0.93,0.95,0.9,0.96,0.97,0.96,0.96,0.96,0.94,0.96,0.74,0.93,0.95,0.96,0.97,0.77,0.97,0.96,0.93
137493,0.96,0.96,0.97,0.98,0.96,0.27,0.92,0.96,0.98,0.72,0.97,0.97,0.98,0.98,0.93,0.93,0.85,0.97,0.94,0.94,0.7,0.98,0.98,0.91,0.97,0.83,0.96
138691,0.98,0.98,0.97,0.98,0.97,0.37,0.97,0.97,0.98,0.95,0.96,0.96,0.97,0.98,0.97,0.87,0.71,0.97,0.96,0.97,0.97,0.97,0.98,0.9,0.96,0.9,0.97
139097,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.99,0.82,0.98,0.98,0.98
139146,0.97,0.98,0.98,0.98,0.97,0.19,0.98,0.93,0.96,0.95,0.98,0.96,0.97,0.98,0.94,0.99,0.97,0.96,0.98,0.94,0.98,0.97,0.98,0.76,0.98,0.94,0.96
139412,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.71,0.98,0.98,0.98,0.99,0.85,0.99,0.99,0.98
139473,0.98,0.97,0.98,0.99,0.98,0.94,0.98,0.94,0.99,0.97,0.99,0.97,0.97,0.98,0.97,0.98,0.98,0.97,0.96,0.98,0.98,0.97,0.99,0.85,0.98,0.97,0.97
139802,0.98,0.96,0.96,0.97,0.96,0.97,0.97,0.98,0.58,0.96,0.97,0.96,0.97,0.98,0.97,0.98,0.97,0.97,0.96,0.93,0.98,0.97,0.98,0.94,0.98,0.98,0.97
139889,0.97,0.97,0.98,0.97,0.98,0.97,0.96,0.97,0.97,0.95,0.96,0.97,0.98,0.98,0.97,0.98,0.97,0.98,0.98,0.97,0.97,0.96,0.97,0.83,0.97,0.94,0.97
140116,0.98,0.98,0.96,0.96,0.96,0.97,0.97,0.94,0.98,0.95,0.97,0.96,0.96,0.98,0.98,0.98,0.97,0.97,0.81,0.97,0.97,0.97,0.98,0.85,0.97,0.95,0.97
140123,0.91,0.94,0.92,0.95,0.93,0.87,0.91,0.92,0.94,0.9,0.92,0.9,0.93,0.93,0.91,0.93,0.91,0.91,0.81,0.91,0.93,0.93,0.93,0.81,0.92,0.9,0.9
140198,0.96,0.92,0.97,0.97,0.96,0.29,0.96,0.46,0.97,0.94,0.96,0.92,0.97,0.96,0.93,0.97,0.91,0.94,0.95,0.93,0.93,0.97,0.97,0.87,0.95,0.93,0.95
140344,0.98,0.97,0.98,0.98,0.98,0.93,0.97,0.97,0.98,0.97,0.98,0.97,0.98,0.98,0.97,0.99,0.98,0.98,0.94,0.97,0.98,0.98,0.99,0.83,0.95,0.9,0.98
140659,0.98,0.98,0.98,0.99,0.98,0.98,0.97,0.98,0.99,0.98,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.97,0.69,0.98,0.98,0.97,0.99,0.84,0.98,0.97,0.98
140695,0.96,0.92,0.97,0.96,0.97,0.97,0.91,0.96,0.96,0.94,0.97,0.96,0.97,0.97,0.95,0.95,0.98,0.96,0.5,0.95,0.97,0.96,0.94,0.82,0.97,0.92,0.96
140730,0.89,0.95,0.48,0.77,0.5,0.97,0.95,0.93,0.97,0.95,0.98,0.96,0.94,0.88,0.93,0.97,0.77,0.96,0.95,0.94,0.97,0.89,0.98,0.93,0.96,0.93,0.92
141388,0.94,0.91,0.96,0.96,0.96,0.9,0.95,0.94,0.96,0.95,0.93,0.96,0.95,0.97,0.93,0.96,0.95,0.92,0.79,0.93,0.95,0.93,0.96,0.77,0.91,0.96,0.92
142021,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.85,0.99,0.99,0.99
142364,0.99,0.99,0.98,0.97,0.97,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.97,0.99,0.99,0.99,0.76,0.99,0.98,0.98
142473,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.96,0.99,0.99,0.99,0.82,0.99,0.99,0.99
142595,0.96,0.98,0.96,0.98,0.97,0.95,0.96,0.95,0.97,0.94,0.95,0.95,0.96,0.97,0.96,0.98,0.97,0.96,0.96,0.93,0.96,0.96,0.98,0.72,0.96,0.96,0.96
147086,0.02,0.02,0.02,0.04,0.01,0.05,0.02,0.02,0.42,0.02,0.05,0.04,0.06,0.03,0.02,0.02,0.02,0.06,0.02,0.02,0.02,0.03,0.03,0.04,0.02,0.02,0.03
147172,0.03,0.04,0.04,0.02,0.03,0.14,0.03,0.03,0.02,0.03,0.05,0.04,0.06,0.03,0.12,0.03,0.03,0.03,0.08,0.04,0.02,0.03,0.03,0.19,0.04,0.05,0.03
152196,0.04,0.05,0.05,0.06,0.04,0.02,0.06,0.03,0.19,0.08,0.03,0.05,0.54,0.09,0.03,0.1,0.03,0.06,0.15,0.06,0.05,0.06,0.11,0.03,0.04,0.12,0.1
162470,0.05,0.18,0.06,0.06,0.04,0.77,0.04,0.04,0.04,0.04,0.05,0.06,0.07,0.06,0.07,0.02,0.03,0.1,0.05,0.08,0.05,0.04,0.03,0.14,0.08,0.05,0.04
176862,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.39,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
178992,0.01,0.13,0.01,0.01,0.01,0.74,0.01,0.03,0.02,0.02,0.02,0.05,0.02,0.01,0.16,0.01,0.01,0.06,0.01,0.03,0.01,0.01,0.01,0.17,0.12,0.04,0.08
179015,0.02,0.03,0.02,0.02,0.02,0.05,0.02,0.01,0.02,0.01,0.05,0.03,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0.02,0.2,0.11,0.01,0.01
181670,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.03,0.02,0.03,0.02,0.02,0.04,0.03,0.01,0.02,0.02,0.23,0.02,0.03,0.02
186124,0.03,0.07,0.03,0.02,0.02,0.47,0.02,0.03,0.02,0.03,0.03,0.05,0.03,0.02,0.05,0.02,0.02,0.04,0.06,0.04,0.03,0.03,0.03,0.18,0.03,0.03,0.02
190110,0.06,0.06,0.04,0.03,0.03,0.06,0.05,0.04,0.05,0.05,0.07,0.1,0.56,0.08,0.05,0.04,0.03,0.04,0.03,0.07,0.05,0.04,0.04,0.06,0.07,0.06,0.08
198687,0.08,0.08,0.07,0.07,0.06,0.09,0.1,0.05,0.07,0.08,0.09,0.08,0.25,0.08,0.1,0.07,0.07,0.1,0.12,0.09,0.08,0.09,0.09,0.07,0.06,0.08,0.07
199655,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.01,0.02,0.01,0.02,0.04,0.02,0.03,0.02,0.01,0.01,0.02,0.02,0.04,0.02,0.01,0.02,0.13,0.02,0.03,0.02
218801,0.06,0.06,0.09,0.07,0.09,0.04,0.07,0.04,0.1,0.05,0.07,0.12,0.55,0.1,0.03,0.15,0.08,0.13,0.32,0.08,0.07,0.13,0.11,0.09,0.11,0.08,0.11
224083,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.58,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.02,0.01,0.01,0.01
231623,0.04,0.05,0.04,0.04,0.02,0.05,0.04,0.03,0.04,0.04,0.11,0.05,0.03,0.05,0.05,0.03,0.02,0.05,0.03,0.04,0.05,0.03,0.03,0.13,0.05,0.04,0.03
238778,0.03,0.04,0.03,0.03,0.02,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.18,0.03,0.03,0.03
242560,0.03,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.04,0.04,0.02,0.02,0.23,0.03,0.02,0.07,0.02,0.02,0.02,0.05,0.02,0.02,0.04,0.01,0.02,0.08,0.06
242677,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.3,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01
247008,0.04,0.34,0.06,0.09,0.04,0.05,0.05,0.04,0.08,0.06,0.07,0.05,0.06,0.06,0.04,0.1,0.07,0.06,0.04,0.07,0.05,0.07,0.11,0.07,0.05,0.04,0.05
250847,0.02,0.02,0.03,0.04,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.21,0.02,0.06,0.02
251176,0.04,0.03,0.03,0.06,0.03,0.04,0.06,0.06,0.16,0.06,0.12,0.04,0.55,0.04,0.06,0.11,0.02,0.04,0.02,0.03,0.02,0.06,0.12,0.09,0.03,0.07,0.05
253242,0.32,0.42,0.38,0.35,0.36,0.43,0.37,0.38,0.45,0.34,0.39,0.49,0.65,0.39,0.37,0.39,0.34,0.5,0.45,0.41,0.38,0.35,0.46,0.39,0.4,0.32,0.36
253306,0.02,0.05,0.02,0.03,0.03,0.22,0.01,0.01,0.02,0.01,0.03,0.02,0.03,0.03,0.01,0.02,0.01,0.02,0.11,0.01,0.03,0.02,0.02,0.11,0.01,0.01,0.01
254827,0.04,0.18,0.32,0.06,0.05,0.85,0.03,0.03,0.04,0.03,0,0.04,0.06,0.06,0.07,0.05,0.03,0.09,0.06,0.03,0.06,0.09,0.03,0.04,0.04,0.04,0.03
267139,0.04,0.04,0.04,0.07,0.04,0.69,0.04,0.04,0.07,0.05,0.07,0.04,0.04,0.04,0.04,0.08,0.23,0.04,0.05,0.07,0.05,0.05,0.1,0.06,0.05,0.04,0.03
276362,0.06,0.41,0.06,0.07,0.05,0.05,0.06,0.06,0.1,0.06,0.05,0.06,0.06,0.06,0.05,0.14,0.05,0.07,0.05,0.08,0.05,0.1,0.14,0.07,0.05,0.07,0.07
276720,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.17,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.05,0.03
279088,0.16,0.15,0.16,0.14,0.13,0.17,0.16,0.16,0.18,0.15,0.14,0.17,0.15,0.16,0.15,0.16,0.18,0.16,0.2,0.2,0.14,0.2,0.19,0.16,0.2,0.2,0.18
286075,0.03,0.51,0.04,0.02,0.02,0.11,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.21,0.06,0.02,0.03,0.03,0.05,0.02,0.03,0.05,0.02,0.02,0.09,0.03
294413,0.06,0.08,0.08,0.15,0.1,0.06,0.09,0.06,0.29,0.12,0.07,0.08,0.61,0.13,0.06,0.17,0.08,0.1,0.2,0.1,0.1,0.09,0.18,0.08,0.06,0.19,0.14
294914,0.16,0.11,0.16,0.24,0.14,0.03,0.15,0.11,0.28,0.18,0.09,0.18,0.5,0.25,0.16,0.36,0.13,0.21,0.12,0.15,0.1,0.33,0.3,0.13,0.12,0.23,0.26
300933,0.06,0.36,0.06,0.07,0.05,0.06,0.08,0.05,0.12,0.13,0.52,0.61,0.12,0.1,0.06,0.1,0.05,0.26,0.36,0.12,0.06,0.09,0.12,0.13,0.07,0.13,0.12
302735,0.04,0.53,0.06,0.07,0.02,0.86,0.03,0.11,0.06,0.05,0,0.17,0.1,0.06,0.08,0.06,0.04,0.05,0.03,0.04,0.06,0,0.03,0.11,0.85,0.06,0.04
304892,0.03,0.04,0.02,0.02,0.02,0.03,0.02,0.01,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.19,0.02,0.07,0.03
306238,0.04,0.32,0.09,0.01,0.02,0.74,0.02,0.02,0.02,0.02,0.21,0.03,0.03,0.02,0.03,0.03,0.02,0.12,0.02,0.18,0.03,0.02,0.02,0.03,0.02,0.02,0.02
309873,0.03,0.03,0.04,0.03,0.02,0.04,0.04,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.04,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.16,0.03,0.04,0.04
315835,0.01,0.21,0.03,0.01,0.03,0.05,0.02,0.01,0.01,0.02,0.57,0.55,0.02,0.02,0.01,0.03,0.01,0.02,0.01,0.08,0.01,0.02,0.03,0.07,0.02,0.03,0.04
320017,0.05,0.08,0.08,0,0.04,0.09,0.07,0.03,0.14,0.07,0.06,0.09,0.12,0.09,0.06,0.14,0.03,0.08,0.1,0.14,0.1,0,0.12,0.4,0.07,0.07,0.06
320329,0.15,0.16,0.22,0.28,0.16,0.14,0.18,0.15,0.41,0.23,0.16,0.19,0.22,0.23,0.11,0.37,0.23,0.21,0.24,0.23,0.18,0.2,0.34,0.2,0.17,0.32,0.25
324001,0.06,0.17,0.06,0.05,0.05,0.06,0.06,0.05,0.11,0.08,0.07,0.06,0.06,0.06,0.06,0.08,0.05,0.06,0.05,0.12,0.05,0.08,0.11,0.06,0.06,0.11,0.07
325869,0.03,0.03,0.02,0.01,0.01,0.03,0.03,0.02,0.02,0.02,0.07,0.03,0.02,0.03,0.02,0.03,0.01,0.02,0.04,0.02,0.02,0.01,0.02,0.2,0.02,0.07,0.03
328895,0.06,0.03,0.04,0.03,0.03,0.06,0.05,0.03,0.03,0.04,0.08,0.04,0.05,0.03,0.05,0.03,0.04,0.1,0.03,0.03,0.09,0.03,0.03,0.31,0.03,0.05,0.03
344732,0.1,0.18,0.11,0.16,0.08,0.13,0.33,0.18,0.12,0.1,0.13,0.17,0.12,0.13,0.15,0.09,0.11,0.21,0.14,0.15,0.35,0.1,0.14,0.13,0.12,0.19,0.09
346555,0.04,0.05,0.05,0.06,0.04,0.04,0.04,0.03,0.06,0.03,0.08,0.04,0.03,0.03,0.02,0.04,0.04,0.05,0.03,0.03,0.04,0.06,0.06,0.2,0.03,0.03,0.03
351456,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
359056,0.15,0.06,0.61,0.23,0.45,0.06,0.11,0.07,0.13,0.1,0.02,0.05,0.09,0.16,0.06,0.11,0.2,0.07,0.02,0.07,0.07,0.15,0.04,0.11,0.04,0.12,0.12
359479,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.08,0.06,0.05,0.04,0.51,0.05,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.03,0.04
361430,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.05,0.22,0.51,0.05,0.05,0.03,0.03,0.05,0.08,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.04
364795,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.13,0.01,0.01,0.01
370059,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.18,0.02,0.02,0.02
383333,0.01,0.16,0.01,0.01,0.01,0.77,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.01,0.05,0.01,0.01,0.11,0.04,0.04,0.01,0.01,0.01,0.18,0.06,0.02,0.01
385606,0.01,0.01,0.01,0.03,0.01,0.03,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.13,0.01,0.01,0.01
389766,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.05,0.01,0.02,0.52,0.02,0.01,0.02,0.01,0.03,0.01,0.03,0.01,0.01,0.03,0.01,0.01,0.1,0.05
391044,0.01,0.02,0.03,0.04,0.03,0.11,0.01,0.01,0.02,0.01,0.04,0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0.03,0.02,0.02,0.02,0.2,0.02,0.02,0.01
395569,0,0.01,0.01,0.01,0.01,0.02,0,0.01,0.01,0,0.01,0.02,0.01,0.01,0.01,0,0,0.01,0.01,0.02,0.01,0.01,0.01,0,0.01,0,0
396558,0.01,0.02,0.02,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.03,0.33,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01
403993,0.14,0.25,0.16,0.13,0.11,0.21,0.15,0.15,0.18,0.15,0.73,0.75,0.17,0.15,0.12,0.16,0.15,0.16,0.14,0.17,0.18,0.14,0.18,0.19,0.15,0.14,0.15
408065,0.03,0.03,0.08,0.02,0.04,0.08,0.04,0.02,0.04,0.03,0.02,0.06,0.09,0.05,0.03,0.08,0.04,0.03,0.71,0.03,0.09,0.06,0.04,0.21,0.05,0.08,0.04
411669,0.12,0.11,0.12,0.19,0.1,0.1,0.15,0.18,0.23,0.15,0.19,0.14,0.62,0.16,0.14,0.27,0.11,0.15,0.11,0.11,0.09,0.21,0.24,0.14,0.11,0.21,0.15
411848,0.04,0.04,0.04,0.03,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.18,0.04,0.04,0.04
417810,0.02,0.06,0.01,0.02,0.01,0.7,0.02,0.03,0.02,0.02,0.03,0.05,0.02,0.01,0.1,0.02,0.02,0.04,0.03,0.03,0.02,0.02,0.02,0.11,0.02,0.03,0.02
429772,0.19,0.4,0.66,0.28,0.59,0.5,0.12,0.08,0.14,0.1,0.13,0.12,0.13,0.19,0.14,0.23,0.28,0.15,0.1,0.09,0.16,0.22,0.14,0.16,0.44,0.17,0.16
436800,0.03,0.03,0.04,0.01,0.02,0.13,0.02,0.01,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.03,0.02,0.04,0.01,0.01,0.02,0.15,0.02,0.03,0.02
440577,0.03,0.02,0.1,0.04,0.04,0.09,0.03,0.02,0.04,0.03,0.02,0.02,0.54,0.06,0.02,0.06,0.03,0.09,0.02,0.04,0.03,0.05,0.04,0.11,0.02,0.04,0.04
448792,0.11,0.12,0.14,0.15,0.09,0.1,0.11,0.11,0.25,0.15,0.24,0.26,0.19,0.11,0.1,0.14,0.18,0.14,0.1,0.13,0.12,0.09,0.24,0.14,0.12,0.09,0.13
450735,0.03,0.06,0.1,0.01,0.06,0.17,0.02,0.04,0.01,0.02,0.03,0.04,0.02,0.02,0.03,0.02,0.04,0.03,0.01,0.04,0.07,0.02,0.02,0.19,0.04,0.02,0.03
452742,0.03,0.01,0.01,0.02,0.01,0.01,0.07,0.01,0.01,0.01,0.02,0.02,0.24,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.01,0.01,0.01
462187,0.05,0.04,0.06,0.1,0.06,0.05,0.04,0.04,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.04,0.07,0.04
